,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,day_of_the_year
317,59,technician,married,secondary,no,259,no,no,cellular,415,1,89,1,success,1,167
318,31,admin.,married,secondary,no,5,yes,yes,cellular,101,7,-1,0,unknown,0,198
319,29,blue-collar,single,primary,no,950,yes,no,unknown,135,3,-1,0,unknown,0,156
320,44,management,married,tertiary,no,7635,no,no,cellular,719,5,-1,0,unknown,0,234
321,42,unemployed,single,secondary,no,2613,yes,no,cellular,174,6,-1,0,unknown,0,212
322,48,blue-collar,married,secondary,no,1738,yes,no,cellular,349,1,-1,0,unknown,0,106
323,47,services,married,secondary,no,2322,no,no,cellular,618,1,-1,0,unknown,0,235
324,42,technician,married,secondary,no,-1310,yes,yes,unknown,162,1,-1,0,unknown,0,149
325,32,services,married,tertiary,no,4908,no,yes,cellular,491,2,-1,0,unknown,0,134
326,36,blue-collar,married,secondary,no,688,yes,no,unknown,174,2,-1,0,unknown,0,127
327,56,unemployed,divorced,primary,no,802,no,no,telephone,258,2,-1,0,unknown,0,34
328,35,management,divorced,tertiary,no,0,yes,no,telephone,171,1,-1,0,unknown,1,303
329,42,blue-collar,married,secondary,no,2157,yes,no,cellular,149,1,364,2,failure,0,134
330,47,blue-collar,married,primary,no,214,yes,yes,unknown,168,1,-1,0,unknown,0,161
331,32,blue-collar,married,primary,no,103,no,no,cellular,312,1,-1,0,unknown,0,205
332,38,services,married,secondary,no,8876,no,no,cellular,280,1,75,1,failure,0,33
333,41,management,married,tertiary,no,72,yes,no,unknown,764,3,-1,0,unknown,0,128
334,46,blue-collar,married,primary,no,2558,yes,no,telephone,107,1,167,1,other,0,325
335,38,management,single,tertiary,no,1373,no,no,cellular,119,4,-1,0,unknown,0,296
336,36,blue-collar,married,secondary,no,1409,no,no,unknown,235,2,-1,0,unknown,0,169
337,34,technician,single,secondary,no,16,no,no,cellular,990,1,-1,0,unknown,1,226
338,39,entrepreneur,married,unknown,no,98,yes,no,telephone,59,3,367,1,other,0,136
339,22,technician,single,secondary,no,333,no,yes,telephone,129,1,-1,0,unknown,0,317
340,43,management,married,tertiary,no,348,no,yes,cellular,88,3,-1,0,unknown,0,197
341,32,blue-collar,single,secondary,no,604,no,yes,cellular,95,3,-1,0,unknown,0,149
342,50,blue-collar,married,primary,no,0,no,no,cellular,72,5,-1,0,unknown,0,224
343,59,blue-collar,married,secondary,no,681,yes,no,telephone,427,2,-1,0,unknown,0,105
344,36,self-employed,married,tertiary,no,16430,yes,no,unknown,197,3,-1,0,unknown,0,158
345,40,management,single,tertiary,no,0,yes,no,cellular,228,2,182,6,failure,1,54
346,29,services,single,secondary,no,209,yes,no,cellular,487,7,-1,0,unknown,0,210
347,30,services,single,secondary,no,209,yes,no,unknown,30,2,-1,0,unknown,0,127
348,39,technician,single,tertiary,no,-41,no,yes,cellular,40,15,-1,0,unknown,0,238
349,56,blue-collar,married,secondary,no,2190,no,yes,cellular,90,2,232,1,failure,0,30
350,32,blue-collar,single,secondary,no,228,no,no,telephone,176,1,288,3,failure,0,36
351,36,management,married,secondary,no,1825,yes,no,cellular,24,1,346,1,failure,0,135
352,47,management,married,tertiary,no,2306,no,no,telephone,239,4,-1,0,unknown,1,219
353,60,admin.,married,secondary,no,2552,no,yes,cellular,255,2,2,4,other,0,30
354,39,management,married,tertiary,no,894,yes,no,cellular,491,1,326,1,other,0,111
355,41,management,divorced,tertiary,no,3355,no,no,cellular,181,2,500,1,failure,0,288
356,48,unemployed,married,primary,no,5462,no,no,unknown,29,4,-1,0,unknown,0,158
357,38,retired,single,unknown,no,62,no,no,unknown,212,1,-1,0,unknown,0,171
358,29,technician,married,tertiary,no,858,yes,no,cellular,234,7,330,1,failure,0,164
359,36,management,married,secondary,no,644,yes,no,cellular,54,2,-1,0,unknown,0,323
360,65,retired,divorced,primary,no,1840,no,no,cellular,383,2,188,5,failure,0,153
361,46,housemaid,married,primary,no,0,no,no,telephone,161,1,-1,0,unknown,0,33
362,30,technician,single,secondary,no,57,no,no,cellular,465,2,-1,0,unknown,0,33
363,48,unemployed,married,secondary,no,817,no,no,cellular,517,1,282,4,success,1,14
364,57,management,married,primary,no,-226,yes,no,unknown,272,1,-1,0,unknown,0,156
365,45,technician,single,tertiary,no,2087,no,no,cellular,29,14,-1,0,unknown,0,242
366,53,blue-collar,married,primary,no,238,yes,no,cellular,238,2,361,5,failure,0,132
367,34,self-employed,married,tertiary,no,263,no,no,cellular,203,1,78,8,other,0,125
368,55,technician,married,secondary,no,273,yes,no,cellular,84,3,183,3,failure,0,29
369,55,technician,divorced,secondary,no,3450,no,no,cellular,169,1,183,1,failure,1,41
370,31,technician,single,unknown,no,187,no,no,cellular,86,1,-1,0,unknown,0,199
371,36,technician,married,tertiary,no,629,yes,yes,cellular,109,1,246,1,failure,0,364
372,73,retired,married,secondary,no,19,no,no,cellular,509,2,-1,0,unknown,0,310
373,57,retired,married,primary,no,808,no,no,telephone,274,1,-1,0,unknown,0,189
374,30,blue-collar,single,secondary,yes,447,no,no,unknown,103,6,-1,0,unknown,0,135
375,30,management,single,tertiary,no,2,yes,yes,cellular,1031,8,-1,0,unknown,1,207
376,40,services,married,secondary,no,771,yes,no,cellular,173,4,-1,0,unknown,0,136
377,33,technician,single,tertiary,no,137,no,no,cellular,88,4,-1,0,unknown,0,238
378,30,admin.,single,tertiary,no,261,no,no,cellular,233,1,137,20,failure,0,293
379,75,blue-collar,married,secondary,no,6053,no,no,cellular,865,2,190,1,failure,0,42
380,30,management,single,tertiary,no,726,yes,no,cellular,39,1,342,3,failure,0,107
381,46,technician,divorced,secondary,no,-824,yes,no,cellular,429,3,-1,0,unknown,1,220
382,39,management,married,tertiary,no,-606,yes,no,unknown,142,1,-1,0,unknown,0,147
383,55,retired,married,primary,no,8894,no,no,unknown,262,1,-1,0,unknown,0,163
384,31,entrepreneur,single,tertiary,no,38,no,no,cellular,185,2,-1,0,unknown,0,325
385,50,blue-collar,married,primary,no,8139,yes,no,cellular,256,6,-1,0,unknown,0,231
386,42,blue-collar,married,primary,no,0,yes,no,cellular,71,1,-1,0,unknown,0,199
387,32,blue-collar,married,secondary,no,-32,yes,no,cellular,145,1,-1,0,unknown,0,133
388,41,admin.,married,tertiary,no,5426,yes,no,unknown,149,2,-1,0,unknown,0,135
389,41,admin.,married,secondary,no,5110,yes,no,cellular,231,1,-1,0,unknown,0,104
390,33,blue-collar,married,secondary,no,889,yes,no,unknown,13,1,373,6,success,0,262
391,38,student,single,tertiary,no,807,no,no,cellular,74,2,-1,0,unknown,0,58
392,31,technician,married,secondary,no,0,no,yes,cellular,144,4,-1,0,unknown,0,232
393,37,blue-collar,married,secondary,no,1053,no,no,unknown,405,3,-1,0,unknown,0,168
394,31,services,divorced,primary,no,459,yes,no,cellular,623,1,293,1,success,1,128
395,34,management,single,tertiary,no,184,no,no,cellular,203,4,-1,0,unknown,0,204
396,44,services,single,secondary,no,5045,yes,no,cellular,20,6,175,15,other,0,326
397,35,technician,married,secondary,no,94,yes,yes,unknown,208,5,-1,0,unknown,0,135
398,56,management,divorced,tertiary,no,2959,yes,no,telephone,325,1,-1,0,unknown,0,139
399,50,management,married,tertiary,no,19447,yes,yes,cellular,166,1,-1,0,unknown,0,326
400,37,admin.,married,tertiary,no,3913,yes,no,cellular,124,1,-1,0,unknown,1,118
401,48,blue-collar,married,secondary,no,425,yes,no,telephone,693,2,-1,0,unknown,0,191
402,44,management,married,secondary,no,8262,yes,no,cellular,201,16,-1,0,unknown,0,205
403,29,management,married,tertiary,no,199,yes,yes,unknown,1689,4,-1,0,unknown,1,128
404,58,admin.,married,secondary,no,2,yes,yes,telephone,282,9,-1,0,unknown,0,207
405,35,management,single,tertiary,no,2988,yes,no,cellular,179,1,-1,0,unknown,0,146
406,48,management,married,tertiary,no,0,no,no,cellular,60,5,-1,0,unknown,0,239
407,56,management,married,primary,no,772,yes,no,telephone,291,1,-1,0,unknown,0,325
408,40,admin.,divorced,secondary,no,212,no,no,unknown,176,1,-1,0,unknown,0,7
409,26,management,single,secondary,no,565,yes,no,unknown,582,11,-1,0,unknown,0,158
410,44,unemployed,single,secondary,no,3945,no,no,cellular,255,1,-1,0,unknown,0,28
411,42,admin.,married,secondary,no,323,yes,yes,unknown,280,2,-1,0,unknown,0,129
412,56,admin.,divorced,secondary,no,985,no,yes,cellular,150,2,-1,0,unknown,0,231
413,30,blue-collar,married,primary,no,1,yes,yes,telephone,80,2,-1,0,unknown,0,204
414,28,student,single,secondary,no,330,no,no,telephone,197,1,-1,0,unknown,0,33
415,51,housemaid,married,secondary,no,260,no,no,cellular,316,5,-1,0,unknown,0,240
416,55,blue-collar,married,secondary,no,383,no,no,unknown,287,1,-1,0,unknown,0,126
417,40,management,married,tertiary,no,60,no,no,unknown,172,6,-1,0,unknown,0,168
418,48,management,divorced,tertiary,no,108,yes,no,unknown,89,2,-1,0,unknown,0,148
419,28,unemployed,single,secondary,no,304,no,no,cellular,516,1,-1,0,unknown,0,166
420,45,housemaid,married,primary,no,7353,no,no,cellular,536,2,-1,0,unknown,0,226
421,27,technician,single,secondary,no,158,no,no,unknown,650,2,-1,0,unknown,1,183
422,39,admin.,divorced,secondary,no,1022,yes,no,unknown,20,3,-1,0,unknown,0,172
423,29,admin.,single,secondary,no,3432,yes,no,cellular,139,2,-1,0,unknown,0,108
424,30,blue-collar,single,secondary,no,363,no,no,cellular,171,3,-1,0,unknown,0,210
425,41,technician,married,secondary,no,288,yes,no,unknown,221,4,-1,0,unknown,0,136
426,55,management,married,unknown,no,559,no,no,cellular,271,2,-1,0,unknown,0,28
427,40,management,married,tertiary,no,-17,yes,yes,cellular,474,1,256,1,success,1,132
428,34,management,divorced,tertiary,no,13204,yes,yes,cellular,197,2,-1,0,unknown,0,325
429,25,unemployed,single,secondary,no,34,no,yes,unknown,316,1,-1,0,unknown,0,186
430,31,admin.,divorced,secondary,no,1890,yes,no,cellular,588,1,-1,0,unknown,0,203
431,50,management,single,tertiary,no,1200,no,no,cellular,904,3,-1,0,unknown,1,227
432,34,admin.,married,secondary,no,61,no,yes,unknown,21,1,-1,0,unknown,0,126
433,36,technician,single,tertiary,no,40,no,no,cellular,359,3,-1,0,unknown,0,239
434,33,management,single,tertiary,no,-53,no,no,cellular,617,2,-1,0,unknown,0,29
435,29,admin.,single,secondary,no,1448,no,no,cellular,217,1,184,7,other,0,70
436,27,admin.,married,secondary,no,186,yes,no,unknown,136,2,-1,0,unknown,0,148
437,35,technician,divorced,secondary,no,473,yes,yes,unknown,434,4,-1,0,unknown,0,147
438,29,management,married,tertiary,no,361,yes,yes,cellular,819,3,-1,0,unknown,0,210
439,38,entrepreneur,married,tertiary,no,228,yes,no,cellular,105,1,-1,0,unknown,0,36
440,45,blue-collar,married,secondary,no,4365,no,yes,cellular,45,2,-1,0,unknown,0,40
441,26,services,single,secondary,no,127,yes,yes,cellular,85,3,-1,0,unknown,0,205
442,31,housemaid,single,primary,no,26965,no,no,cellular,654,2,-1,0,unknown,1,112
443,51,housemaid,divorced,secondary,no,9228,no,no,cellular,655,4,-1,0,unknown,1,200
444,57,retired,married,tertiary,no,0,yes,yes,unknown,648,1,-1,0,unknown,1,149
445,51,technician,married,tertiary,no,-3,no,no,cellular,91,9,-1,0,unknown,0,238
446,51,entrepreneur,married,tertiary,no,3921,yes,no,cellular,168,1,-1,0,unknown,0,126
447,42,blue-collar,married,secondary,no,230,yes,no,unknown,175,7,-1,0,unknown,0,157
448,56,retired,divorced,primary,no,694,no,no,cellular,144,1,102,1,other,1,29
449,33,management,married,tertiary,no,287,yes,no,cellular,199,2,274,3,other,0,136
450,36,management,married,tertiary,no,340,yes,no,cellular,68,2,-1,0,unknown,0,111
451,30,self-employed,single,tertiary,no,48,no,no,cellular,140,1,-1,0,unknown,0,326
452,47,services,married,secondary,no,0,yes,no,telephone,250,1,-1,0,unknown,0,191
453,24,blue-collar,single,secondary,no,77,yes,no,unknown,236,2,-1,0,unknown,0,137
454,45,admin.,married,secondary,no,-388,yes,no,cellular,175,2,-1,0,unknown,0,196
455,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,144,5,-1,0,unknown,0,192
456,31,technician,married,secondary,no,0,yes,yes,cellular,71,1,223,9,other,0,28
457,54,technician,married,tertiary,no,876,no,no,cellular,269,3,541,3,success,1,301
458,26,student,single,tertiary,no,294,no,no,cellular,87,1,91,2,success,1,65
459,27,admin.,single,secondary,no,-145,yes,no,telephone,289,8,-1,0,unknown,0,136
460,50,technician,single,secondary,no,246,yes,no,cellular,270,1,123,2,failure,0,322
461,52,services,married,secondary,no,657,no,no,telephone,398,2,460,2,failure,1,189
462,41,blue-collar,single,unknown,no,4684,no,no,unknown,30,6,-1,0,unknown,0,172
463,50,blue-collar,married,secondary,no,372,yes,no,telephone,21,1,-1,0,unknown,0,132
464,52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,167,4,-1,0,unknown,0,130
465,52,management,single,tertiary,no,83,no,no,cellular,1223,6,-1,0,unknown,1,239
466,39,services,divorced,secondary,no,687,yes,no,cellular,869,1,-1,0,unknown,1,191
467,58,services,divorced,secondary,no,462,no,no,cellular,495,1,93,1,success,1,318
468,30,management,single,tertiary,no,329,yes,no,unknown,122,16,-1,0,unknown,0,158
469,40,technician,married,secondary,no,694,yes,no,cellular,97,4,196,5,failure,0,35
470,38,management,married,tertiary,no,3436,no,no,cellular,663,4,-1,0,unknown,1,326
471,27,student,single,secondary,no,268,yes,no,cellular,528,1,358,2,failure,0,134
472,50,blue-collar,married,primary,no,12519,yes,no,cellular,146,2,147,4,success,0,108
473,58,retired,married,secondary,no,413,no,no,cellular,104,5,-1,0,unknown,0,240
474,43,management,married,tertiary,no,422,no,no,cellular,110,1,-1,0,unknown,0,225
475,40,self-employed,married,tertiary,no,1603,no,no,unknown,279,1,-1,0,unknown,0,169
476,46,admin.,married,secondary,no,4958,yes,no,cellular,64,3,150,5,other,0,322
477,31,admin.,single,secondary,no,1306,yes,no,unknown,217,5,-1,0,unknown,0,149
478,23,services,single,tertiary,no,363,yes,no,unknown,16,18,-1,0,unknown,0,151
479,32,blue-collar,married,secondary,no,0,yes,no,cellular,80,2,-1,0,unknown,0,129
480,52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,103,1,-1,0,unknown,0,323
481,34,admin.,single,secondary,no,663,yes,no,cellular,111,1,-1,0,unknown,0,111
482,35,services,married,secondary,no,819,yes,no,telephone,102,14,-1,0,unknown,0,196
483,34,blue-collar,divorced,unknown,no,172,no,no,cellular,177,1,-1,0,unknown,1,167
484,53,unemployed,married,primary,no,980,yes,no,cellular,352,1,-1,0,unknown,1,338
485,34,technician,married,secondary,no,0,yes,no,cellular,116,4,-1,0,unknown,0,242
486,32,technician,single,secondary,no,493,no,no,cellular,289,2,-1,0,unknown,0,226
487,52,admin.,divorced,secondary,no,98,no,yes,unknown,148,1,-1,0,unknown,0,171
488,59,retired,married,primary,no,0,no,no,cellular,493,2,-1,0,unknown,1,157
489,53,management,married,primary,no,4086,no,no,unknown,14,3,-1,0,unknown,0,172
490,58,management,married,secondary,no,139,no,no,cellular,188,1,161,2,other,0,148
491,40,management,single,secondary,no,192,yes,no,unknown,71,11,-1,0,unknown,0,137
492,44,technician,divorced,secondary,no,-329,yes,no,unknown,171,1,-1,0,unknown,0,128
493,37,technician,single,secondary,no,267,no,no,cellular,121,1,-1,0,unknown,0,134
494,37,self-employed,married,secondary,no,487,no,yes,cellular,155,15,-1,0,unknown,0,240
495,52,technician,married,secondary,no,1818,no,yes,cellular,189,2,111,4,failure,0,322
496,37,management,married,tertiary,no,5355,no,no,telephone,466,4,-1,0,unknown,1,48
497,60,retired,married,secondary,no,4820,no,no,unknown,419,1,-1,0,unknown,0,157
498,57,blue-collar,married,secondary,no,1521,yes,yes,cellular,102,2,178,5,failure,0,139
499,57,blue-collar,married,primary,no,452,yes,no,unknown,139,4,-1,0,unknown,0,134
500,46,entrepreneur,married,tertiary,no,2262,no,no,telephone,44,14,-1,0,unknown,0,196
501,39,management,single,secondary,no,36,no,no,cellular,70,2,-1,0,unknown,0,242
502,50,management,married,tertiary,no,3463,no,yes,cellular,96,1,-1,0,unknown,1,302
503,36,admin.,married,secondary,no,957,yes,no,unknown,206,1,-1,0,unknown,0,142
504,49,entrepreneur,married,primary,no,199,no,no,unknown,113,2,-1,0,unknown,0,134
505,39,technician,married,unknown,no,839,no,no,unknown,825,2,-1,0,unknown,0,151
506,49,technician,divorced,secondary,no,265,yes,no,unknown,274,6,-1,0,unknown,0,133
507,33,technician,married,tertiary,no,8023,no,no,cellular,196,1,87,4,failure,0,56
508,45,admin.,divorced,unknown,no,998,yes,no,telephone,38,2,-1,0,unknown,0,212
509,27,self-employed,single,secondary,no,50,no,no,cellular,168,1,-1,0,unknown,0,29
510,48,management,divorced,secondary,no,1598,yes,no,unknown,84,1,-1,0,unknown,0,150
511,38,technician,married,tertiary,no,1161,yes,no,unknown,665,1,-1,0,unknown,0,129
512,52,blue-collar,married,secondary,no,-98,yes,no,unknown,423,1,-1,0,unknown,0,128
513,58,retired,married,primary,no,3401,yes,no,cellular,84,3,265,2,failure,0,34
514,32,technician,divorced,secondary,no,-399,yes,no,unknown,180,1,-1,0,unknown,0,154
515,32,admin.,single,secondary,no,45,yes,yes,cellular,908,3,344,7,other,0,135
516,34,technician,married,secondary,no,1464,yes,no,unknown,350,1,-1,0,unknown,0,144
517,30,entrepreneur,married,secondary,no,946,yes,no,cellular,1065,1,183,1,other,0,324
518,77,retired,married,tertiary,no,0,no,no,cellular,847,1,60,1,success,1,290
519,40,services,married,secondary,no,-378,yes,yes,cellular,541,1,295,6,failure,0,134
520,39,management,single,tertiary,no,3797,no,no,cellular,96,2,-1,0,unknown,0,154
521,47,management,divorced,tertiary,no,2515,no,no,unknown,40,3,-1,0,unknown,0,172
522,36,technician,married,tertiary,no,6,yes,no,cellular,100,1,435,1,failure,0,27
523,38,management,married,tertiary,no,389,yes,no,unknown,262,1,-1,0,unknown,0,127
524,40,technician,married,secondary,no,56,yes,yes,cellular,194,1,247,1,failure,0,29
525,49,blue-collar,married,secondary,no,2039,yes,no,cellular,451,1,169,2,failure,1,127
526,48,technician,single,tertiary,no,-551,yes,no,cellular,168,2,-1,0,unknown,0,132
527,27,technician,single,secondary,no,769,yes,no,unknown,317,2,-1,0,unknown,0,130
528,32,self-employed,married,secondary,no,-33,yes,no,unknown,234,3,-1,0,unknown,0,149
529,37,technician,married,secondary,no,2707,yes,no,telephone,109,1,-1,0,unknown,0,198
530,33,services,married,secondary,no,210,yes,yes,unknown,201,1,-1,0,unknown,0,141
531,42,technician,single,tertiary,no,-411,yes,no,cellular,78,5,292,3,failure,0,133
532,33,admin.,single,tertiary,no,621,no,no,cellular,217,1,-1,0,unknown,0,190
533,33,management,divorced,tertiary,yes,280,no,yes,cellular,155,1,-1,0,unknown,0,323
534,36,services,married,secondary,no,472,yes,no,unknown,1017,1,-1,0,unknown,0,171
535,52,technician,divorced,secondary,no,204,no,no,cellular,134,2,-1,0,unknown,0,220
536,38,services,single,secondary,no,2253,yes,no,cellular,937,3,-1,0,unknown,1,134
537,30,unemployed,married,tertiary,no,0,yes,no,cellular,756,1,-1,0,unknown,0,323
538,46,management,married,secondary,no,12186,no,no,unknown,29,3,-1,0,unknown,0,172
539,58,retired,married,secondary,no,502,yes,no,cellular,197,2,370,3,failure,0,133
540,31,admin.,single,secondary,no,757,no,no,cellular,343,2,-1,0,unknown,0,34
541,52,blue-collar,divorced,primary,no,1758,yes,no,unknown,41,1,-1,0,unknown,0,136
542,40,self-employed,married,primary,no,92,yes,no,unknown,92,1,-1,0,unknown,0,134
543,32,management,single,tertiary,no,11797,yes,no,cellular,95,2,-1,0,unknown,0,224
544,40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,173,7,-1,0,unknown,0,323
545,35,blue-collar,married,primary,no,11,yes,no,unknown,326,4,-1,0,unknown,0,134
546,27,services,single,secondary,no,-195,yes,no,cellular,391,1,-1,0,unknown,1,139
547,33,admin.,married,secondary,no,0,yes,no,telephone,1448,7,-1,0,unknown,1,199
